school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;F;17;U;LE3;A;3;3;services;other;home;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;5;3;3;1;1;5;0;69;60;60
GP;F;17;U;LE3;T;2;1;other;other;home;father;1;2;0;no;no;no;yes;yes;yes;yes;no;4;2;3;2;2;2;2;65;50;53
GP;M;18;U;LE3;T;4;4;other;other;reputation;father;1;1;0;no;yes;no;no;yes;yes;yes;no;4;2;5;3;4;5;2;67;53;60
GP;F;19;U;GT3;T;1;1;other;other;course;other;3;3;0;no;no;no;yes;yes;no;no;yes;1;5;5;4;3;5;12;51;41;50
GP;F;19;U;LE3;A;1;1;other;other;course;other;3;2;2;no;yes;no;no;no;yes;yes;yes;5;3;4;1;1;4;2;65;59;62
GP;F;18;U;GT3;T;2;2;other;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;5;2;4;5;2;74;67;77
GP;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;2;2;1;1;3;4;91;73;85
GP;F;17;R;LE3;T;2;2;services;services;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;3;3;2;2;2;3;0;82;70;80
GP;F;17;U;GT3;T;3;1;services;services;course;father;1;3;0;no;yes;no;no;no;yes;yes;no;3;4;3;2;3;5;0;100;100;100
GP;F;17;U;LE3;T;0;2;at_home;at_home;home;father;2;3;0;no;no;no;no;yes;yes;yes;no;3;3;3;2;3;2;0;51;57;66
GP;F;18;U;GT3;T;1;1;other;other;home;mother;2;3;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;2;2;0;81;72;75
GP;M;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;3;0;68;58;52
GP;M;17;U;GT3;T;3;3;other;services;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;4;3;5;3;5;5;0;100;86;100
GP;M;17;R;GT3;T;2;2;services;other;course;mother;4;1;0;no;yes;no;no;yes;yes;yes;no;4;4;5;5;5;4;2;50;48;47
GP;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;3;4;0;50;34;42
GP;F;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;4;3;3;1;2;4;4;54;44;55
GP;F;17;U;GT3;T;3;3;at_home;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;2;5;2;5;5;2;27;9;9
GP;M;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;5;5;2;4;5;0;56;50;46
GP;M;19;R;GT3;T;3;2;at_home;services;home;other;1;1;0;no;yes;no;no;no;yes;no;yes;5;3;4;2;2;5;0;51;49;42
GP;F;18;U;GT3;T;2;2;at_home;other;course;mother;4;2;0;no;no;no;yes;yes;yes;no;yes;4;2;5;1;1;2;2;68;54;56
GP;F;17;R;GT3;T;2;4;at_home;other;course;father;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;4;3;1;1;5;0;71;73;74
GP;M;18;U;GT3;T;2;2;other;other;reputation;mother;1;1;0;no;no;no;no;no;yes;yes;no;5;4;2;1;2;5;6;99;74;88
GP;F;18;U;GT3;T;3;3;services;services;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;3;4;1;1;4;8;82;58;70
GP;F;18;U;LE3;T;2;2;other;other;home;other;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;3;1;1;2;0;55;48;44
GP;F;18;R;GT3;T;2;2;at_home;other;course;mother;2;4;0;no;no;no;yes;yes;yes;no;no;4;4;4;1;1;4;6;49;50;38
GP;F;17;U;GT3;T;3;4;services;other;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;4;4;5;1;3;5;8;74;76;75
GP;F;17;U;GT3;T;3;2;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;2;2;3;2;0;41;31;33
GP;F;18;U;LE3;T;3;3;services;services;home;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;5;3;3;1;1;1;4;98;92;97
GP;F;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;2;0;86;73;82
GP;M;18;U;GT3;T;4;4;teacher;services;home;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;2;0;57;47;52
GP;M;18;U;LE3;T;3;4;services;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;3;1;3;5;6;34;36;39
GP;F;17;U;GT3;A;2;2;at_home;at_home;home;father;1;2;0;no;yes;no;no;yes;yes;yes;yes;3;3;1;1;2;4;18;89;81;86
GP;F;18;U;GT3;T;2;3;at_home;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;3;0;63;41;54
GP;F;18;U;GT3;T;3;2;other;services;other;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;4;3;2;3;1;4;87;86;83
GP;M;18;R;GT3;T;4;3;teacher;services;course;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;3;2;1;2;4;4;36;42;38
GP;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;yes;5;4;5;2;3;5;0;54;41;48
GP;F;17;U;GT3;T;4;3;health;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;3;4;0;65;58;65
GP;F;17;U;GT3;T;2;1;services;other;course;mother;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;2;2;1;10;66;60;61
GP;F;17;U;GT3;T;2;1;services;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;2;4;4;4;57;50;56
GP;F;19;U;LE3;A;2;3;at_home;other;home;other;2;1;1;no;no;no;no;yes;no;yes;no;2;2;3;3;4;5;16;76;60;66
GP;F;17;U;GT3;T;3;1;other;at_home;home;mother;1;1;1;no;yes;yes;no;yes;yes;yes;yes;4;1;2;1;1;3;6;46;34;39
GP;F;21;U;LE3;T;4;4;other;other;reputation;other;1;3;2;no;no;yes;yes;yes;yes;yes;no;3;3;2;1;1;5;0;62;53;61
GP;M;18;U;LE3;T;2;2;services;services;reputation;mother;1;2;0;no;yes;no;yes;no;no;yes;no;4;4;4;1;3;3;11;67;66;56
GP;M;18;U;LE3;A;3;4;other;other;reputation;other;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;5;1;4;2;9;74;67;64
GP;F;17;U;GT3;T;2;2;services;services;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;4;1;3;4;0;78;63;62
GP;M;17;U;LE3;A;4;4;health;other;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;4;2;1;2;4;2;45;44;33
GP;F;18;U;LE3;T;4;2;teacher;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;2;1;1;3;0;37;9;18
GP;M;21;R;LE3;T;1;1;at_home;other;course;other;2;2;2;no;yes;no;yes;yes;no;yes;yes;5;3;3;5;2;4;21;88;84;90
GP;F;20;R;GT3;T;1;1;other;other;reputation;other;2;3;0;no;no;no;no;yes;yes;yes;yes;3;2;2;1;3;3;8;71;46;56
GP;F;19;U;GT3;T;4;4;teacher;other;home;other;1;1;1;no;yes;no;no;yes;yes;yes;yes;3;2;5;4;4;5;5;52;41;47
GP;M;17;U;LE3;A;3;2;other;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;2;5;10;93;70;86
GP;F;18;U;GT3;T;3;2;at_home;other;reputation;father;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;4;1;2;2;5;67;47;63
GP;M;18;R;GT3;T;2;3;other;services;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;1;3;4;5;4;13;86;83;84
GP;M;19;U;GT3;T;2;1;other;other;reputation;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;3;4;1;4;4;10;66;53;66
GP;F;18;U;LE3;A;2;2;services;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;1;4;1;3;4;10;100;88;94
GP;F;20;U;GT3;T;1;0;other;other;reputation;mother;2;1;1;yes;no;no;no;yes;yes;yes;yes;5;3;1;1;1;5;5;97;82;85
GP;F;18;U;GT3;T;3;2;services;other;home;mother;1;2;0;no;yes;no;yes;no;yes;yes;yes;3;1;2;1;2;1;4;61;55;55
MS;F;16;U;GT3;T;1;3;at_home;other;other;father;2;1;0;no;yes;no;no;yes;no;yes;yes;4;3;3;1;3;5;11;82;71;69
MS;F;16;R;GT3;T;2;2;other;other;course;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;1;5;0;77;55;60
MS;F;15;R;GT3;T;1;1;at_home;services;other;mother;1;1;1;no;yes;no;no;yes;yes;no;yes;4;1;3;1;1;2;6;90;84;85
MS;F;15;R;GT3;T;3;3;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;5;4;4;2;3;5;4;48;37;46
MS;F;16;R;GT3;T;2;3;at_home;services;course;mother;2;2;0;no;no;no;no;yes;yes;no;no;4;5;2;1;2;5;0;77;53;72
MS;F;15;R;LE3;T;2;1;at_home;other;home;mother;2;1;0;no;no;no;no;yes;no;no;no;1;3;4;1;1;1;0;84;68;68
MS;M;16;R;LE3;A;4;4;at_home;other;home;mother;1;2;0;no;yes;no;no;yes;yes;no;no;5;3;2;1;3;2;5;33;40;39
MS;M;16;U;GT3;A;1;2;other;other;other;mother;1;3;0;yes;no;no;no;yes;yes;yes;no;4;4;3;1;1;5;0;44;44;39
MS;F;17;R;GT3;T;3;2;at_home;other;course;father;1;2;1;no;no;no;no;yes;yes;no;yes;4;5;4;1;2;5;0;28;21;27
MS;F;17;R;GT3;T;1;1;other;other;other;father;1;1;1;no;yes;no;no;no;no;yes;no;5;4;4;2;2;5;0;60;48;53
MS;F;15;R;GT3;T;4;4;teacher;other;course;mother;2;1;0;no;no;no;no;yes;yes;yes;yes;1;5;1;3;5;5;0;78;64;61
MS;F;16;U;LE3;A;2;2;at_home;other;reputation;mother;2;4;0;no;no;no;yes;no;no;no;yes;1;2;1;1;1;1;4;92;95;98
MS;F;15;R;LE3;T;1;1;at_home;services;reputation;father;2;2;0;no;yes;no;no;yes;yes;yes;no;5;4;3;1;2;4;0;66;59;59
MS;F;15;R;LE3;T;1;1;other;services;course;mother;2;1;1;no;yes;no;no;yes;yes;yes;yes;4;4;3;1;2;2;4;94;84;86
MS;F;16;R;GT3;T;0;2;other;other;other;mother;2;1;0;no;yes;no;yes;yes;yes;no;no;3;2;3;1;2;2;0;40;42;36
MS;F;17;R;GT3;T;2;3;other;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;5;5;5;1;3;3;2;34;31;29
MS;F;15;R;GT3;T;3;3;other;services;course;father;2;1;0;no;no;no;no;no;yes;yes;no;4;1;3;1;1;4;0;64;52;60
MS;M;16;U;GT3;T;1;1;at_home;services;home;mother;2;2;0;no;yes;no;yes;yes;yes;no;yes;5;4;5;4;5;3;0;72;60;64
MS;M;17;U;GT3;T;1;1;other;other;home;mother;1;2;0;no;no;yes;no;no;yes;yes;no;4;4;3;2;4;5;4;64;54;60
MS;M;15;R;LE3;T;4;1;health;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;2;2;0;28;23;27
MS;M;15;R;LE3;T;4;1;health;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;2;2;7;63;60;68
MS;M;16;R;GT3;T;3;4;other;health;other;mother;3;2;0;no;no;no;no;no;yes;no;no;3;4;5;1;2;5;4;42;36;37
MS;M;15;R;GT3;T;1;1;other;other;course;mother;4;2;0;no;yes;no;yes;yes;yes;no;yes;5;4;5;2;4;4;8;77;71;66
MS;M;15;U;LE3;T;3;3;at_home;at_home;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;0;72;60;71
MS;M;17;R;GT3;T;2;1;other;other;other;mother;3;1;0;no;no;no;yes;yes;no;no;yes;5;5;5;5;5;3;8;48;41;42
MS;F;16;R;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;1;1;4;6;56;31;48
MS;F;15;R;GT3;T;1;2;other;services;course;mother;2;1;0;no;no;no;no;yes;yes;no;no;5;1;2;1;1;1;3;46;46;48
MS;F;16;R;GT3;T;2;3;other;services;course;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;5;4;1;2;1;2;64;57;59
MS;M;16;R;GT3;T;1;2;other;other;course;father;2;2;0;no;no;no;no;yes;yes;no;no;4;3;3;1;1;5;0;82;78;82
MS;F;16;R;GT3;T;2;2;other;other;course;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;4;5;1;1;4;4;47;17;40
MS;F;16;U;GT3;T;1;2;other;services;course;mother;1;3;1;no;yes;no;no;yes;yes;no;no;1;3;2;1;2;4;0;74;80;88
MS;F;16;U;GT3;T;1;2;other;services;course;mother;1;3;1;no;yes;no;no;yes;yes;no;no;1;3;2;1;2;4;3;55;46;50
MS;F;15;U;GT3;T;2;1;at_home;other;home;mother;1;2;0;yes;yes;no;no;no;yes;yes;no;4;4;2;3;3;2;0;51;52;52
MS;F;16;U;GT3;T;1;1;at_home;other;course;father;1;2;0;no;yes;no;no;no;yes;no;yes;5;4;3;2;1;2;0;63;45;58
MS;M;17;R;LE3;T;1;2;at_home;services;reputation;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;5;5;5;5;5;3;4;46;44;41
MS;F;16;R;GT3;T;1;1;other;other;home;father;4;4;0;no;yes;no;no;no;yes;yes;no;4;3;2;1;1;1;0;55;38;47
MS;F;16;R;GT3;T;1;1;at_home;other;other;father;4;3;0;yes;yes;no;no;yes;yes;no;no;4;4;3;1;1;5;2;43;32;37
MS;F;15;R;GT3;T;1;1;at_home;other;home;father;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;2;1;100;100;100
MS;F;16;R;GT3;T;1;1;at_home;other;other;mother;2;1;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;4;3;2;0;66;54;55
MS;F;15;R;GT3;T;1;1;at_home;at_home;course;father;3;2;0;no;yes;no;no;yes;yes;no;no;4;2;1;1;2;2;0;52;46;41
MS;F;15;R;LE3;T;2;2;other;other;other;father;1;3;0;yes;yes;no;no;yes;yes;no;no;4;4;3;2;2;5;2;69;65;56
MS;M;16;R;GT3;T;1;1;at_home;other;other;father;2;1;0;no;no;no;yes;yes;yes;no;no;3;4;4;3;4;5;6;63;57;54
MS;F;18;U;GT3;T;1;2;other;other;course;father;1;2;1;no;yes;no;yes;yes;yes;yes;yes;3;4;4;2;3;5;9;61;53;54
MS;M;15;U;GT3;T;3;1;other;services;home;mother;2;1;0;no;yes;no;no;yes;yes;no;no;3;2;3;1;3;4;0;76;68;70
MS;F;16;R;GT3;T;2;2;other;services;course;father;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;1;2;1;79;86;93
MS;M;15;U;GT3;T;2;2;health;other;reputation;mother;3;1;0;no;no;no;no;yes;yes;no;no;4;3;3;1;2;4;1;55;47;56
MS;M;16;U;GT3;T;4;4;other;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;no;yes;4;3;1;1;1;3;0;55;48;46
MS;F;15;R;GT3;T;3;3;services;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;5;4;1;1;1;4;60;59;61
MS;F;16;R;GT3;T;2;2;at_home;other;course;mother;2;2;1;no;yes;no;yes;no;yes;no;no;4;4;4;2;3;5;2;24;29;25
MS;F;16;R;LE3;T;2;2;other;other;home;father;3;1;0;no;yes;no;yes;yes;yes;no;yes;4;3;2;1;1;4;0;38;42;39
MS;M;16;U;LE3;T;2;1;at_home;services;course;mother;2;1;0;no;yes;no;yes;yes;yes;yes;no;2;4;3;2;3;4;4;90;81;86
MS;M;15;R;LE3;T;1;3;at_home;other;reputation;father;3;1;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;3;5;3;2;95;71;85
MS;F;15;U;GT3;T;2;2;other;services;course;mother;2;3;0;no;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;0;61;65;62
MS;F;16;R;LE3;T;2;1;other;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;yes;5;4;3;1;1;5;2;75;55;69
MS;M;15;U;GT3;T;3;3;services;services;course;father;2;1;0;no;yes;no;yes;no;yes;yes;no;4;3;3;2;4;3;11;71;62;60
MS;F;16;R;GT3;T;1;1;at_home;other;course;father;2;2;3;yes;yes;no;no;yes;yes;no;no;3;4;3;1;1;1;0;100;79;88
MS;F;17;U;GT3;T;2;2;other;at_home;course;mother;1;1;0;no;yes;no;yes;yes;no;no;no;4;5;3;1;1;5;4;85;72;91
MS;F;19;U;GT3;T;2;3;at_home;services;course;other;1;1;1;no;no;no;no;yes;no;yes;yes;4;4;4;1;1;2;0;63;56;60
MS;F;17;R;GT3;T;2;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;yes;no;no;yes;5;5;3;1;1;3;2;48;43;52
MS;F;15;R;LE3;T;1;1;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;no;no;yes;5;2;1;1;3;4;0;36;34;35
MS;F;16;R;GT3;T;2;2;other;other;course;father;3;2;0;no;yes;no;no;yes;no;yes;no;3;4;5;1;2;1;1;69;71;73
MS;F;16;U;LE3;A;2;2;other;other;home;mother;1;1;0;no;yes;no;no;yes;no;no;no;4;3;4;1;2;1;6;51;47;49
MS;F;17;R;GT3;T;2;2;at_home;other;course;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;3;5;1;2;4;0;39;32;34
MS;F;16;U;GT3;T;2;2;other;services;course;father;1;1;1;no;yes;yes;yes;no;yes;yes;no;4;4;3;1;4;3;1;53;53;49
MS;F;18;R;LE3;A;3;2;other;other;course;other;2;3;2;no;yes;no;no;no;no;no;yes;3;3;2;1;1;2;6;46;48;49
MS;F;19;U;GT3;T;1;1;at_home;services;course;mother;1;3;1;no;no;no;yes;yes;no;no;yes;5;3;1;1;1;3;6;95;71;78
MS;M;18;R;GT3;T;1;1;other;other;home;mother;2;1;1;no;no;no;yes;yes;no;yes;no;4;4;3;3;4;4;0;81;74;80
MS;F;18;R;GT3;T;1;1;at_home;at_home;course;mother;2;1;1;no;no;no;no;no;no;yes;yes;3;2;3;1;1;2;4;65;61;68
MS;F;19;U;GT3;T;1;1;other;other;course;other;2;2;1;no;yes;no;no;yes;yes;yes;yes;1;1;4;4;1;1;12;92;76;85
MS;F;16;R;GT3;A;2;2;health;other;course;mother;1;2;0;no;no;no;no;no;yes;no;yes;3;3;2;1;1;3;2;66;67;65
MS;F;17;U;GT3;T;0;1;other;at_home;course;father;2;1;0;no;no;no;yes;no;yes;no;no;2;4;4;3;5;5;5;49;41;47
MS;F;16;R;LE3;T;1;2;at_home;other;course;mother;1;2;0;no;no;no;yes;yes;no;yes;no;4;4;5;1;3;3;0;92;80;84
MS;F;16;U;GT3;T;3;3;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;no;yes;yes;4;5;4;1;1;4;0;75;62;73
MS;F;16;R;LE3;T;1;1;services;services;home;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;4;4;2;2;4;2;46;40;34
MS;M;17;U;GT3;T;3;3;services;at_home;course;mother;2;4;1;no;yes;yes;yes;yes;yes;no;no;5;4;5;3;4;5;0;62;44;50
MS;F;16;U;GT3;T;2;1;other;services;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;1;0;49;30;29
MS;F;16;U;GT3;T;2;2;services;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;no;yes;4;2;5;1;2;5;0;40;47;36
MS;M;17;U;GT3;T;1;2;other;other;course;father;1;1;1;no;yes;no;yes;yes;no;yes;yes;5;3;5;5;5;1;12;82;63;78
MS;M;16;U;LE3;T;4;3;other;other;course;father;1;1;0;no;no;no;yes;yes;yes;yes;no;4;2;5;1;5;5;8;99;77;91
MS;M;17;R;LE3;T;2;2;services;services;other;mother;3;4;1;no;yes;no;no;yes;yes;no;no;1;3;5;3;5;3;2;40;17;24
MS;F;16;U;GT3;T;1;1;other;other;course;other;1;4;0;yes;yes;no;yes;yes;yes;yes;no;2;2;1;1;1;5;0;75;59;59
MS;F;19;U;LE3;T;2;2;other;other;home;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;4;5;1;1;1;0;53;35;28
MS;F;17;R;GT3;T;1;1;at_home;other;reputation;mother;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;4;5;1;2;5;0;56;61;56
MS;F;20;U;GT3;T;3;3;at_home;services;other;mother;2;2;1;no;no;no;yes;yes;yes;yes;yes;3;3;4;2;4;3;8;54;54;66
MS;F;17;U;LE3;T;1;1;other;services;course;father;1;3;0;no;yes;no;no;yes;yes;no;yes;4;3;3;1;1;3;0;49;37;45
MS;M;17;R;GT3;T;2;2;other;other;course;mother;3;1;1;no;yes;no;no;no;yes;yes;no;4;4;5;1;2;5;0;66;74;68
MS;F;16;R;LE3;T;1;1;at_home;other;course;father;3;2;0;no;yes;no;no;yes;yes;no;no;5;3;2;1;1;1;0;50;50;52
MS;F;17;R;GT3;T;2;2;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;no;no;5;3;2;1;1;1;0;70;57;55
MS;F;17;U;GT3;A;1;0;other;other;other;mother;2;2;0;no;no;no;no;yes;yes;yes;yes;4;4;5;1;1;4;1;64;34;46
MS;F;18;R;GT3;T;1;1;at_home;other;other;mother;1;2;1;no;yes;no;no;yes;yes;yes;yes;4;3;2;1;1;5;9;61;70;66
MS;F;16;U;GT3;T;3;1;other;other;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;3;1;3;1;3;1;0;49;30;38
MS;F;16;U;GT3;T;3;2;services;at_home;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;1;3;1;4;3;2;55;33;47
MS;F;18;U;LE3;T;1;1;other;at_home;reputation;mother;2;2;0;yes;no;no;no;yes;yes;no;no;2;3;5;1;4;3;8;79;75;79
MS;F;16;R;GT3;T;4;4;health;teacher;reputation;father;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;3;2;3;2;0;74;82;82
MS;F;16;R;LE3;T;1;2;other;other;reputation;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;5;4;5;1;4;2;0;47;51;46
MS;F;18;U;GT3;A;2;4;other;services;reputation;father;1;2;1;no;yes;no;no;yes;yes;yes;no;2;3;2;1;3;1;8;67;61;68
MS;M;16;R;GT3;T;2;1;other;services;reputation;mother;2;2;0;no;no;no;yes;yes;yes;yes;no;5;2;1;1;1;2;0;79;72;83
MS;F;16;U;LE3;T;1;1;at_home;other;other;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;3;5;6;35;37;31
MS;F;16;R;GT3;T;2;3;at_home;services;other;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;3;3;3;1;1;2;0;75;70;68
MS;F;16;U;GT3;T;4;4;health;health;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;4;1;2;3;4;53;47;56
MS;M;18;U;LE3;T;4;4;at_home;health;home;mother;1;4;0;no;yes;no;yes;yes;no;yes;yes;5;5;5;5;5;5;2;75;65;69
MS;F;16;R;LE3;T;3;4;at_home;other;other;mother;3;2;0;no;yes;no;no;no;yes;no;no;4;2;1;1;1;2;2;51;43;54
MS;M;17;U;LE3;T;4;4;other;services;home;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;2;5;0;33;22;25
MS;F;17;R;GT3;T;4;1;other;other;other;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;4;2;3;1;2;5;1;36;28;39
MS;M;16;U;LE3;T;2;2;services;services;other;mother;4;3;0;no;no;no;no;yes;yes;no;no;5;1;3;2;2;3;0;66;42;53
MS;F;17;R;GT3;T;2;2;at_home;other;other;mother;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;1;3;1;2;5;5;70;58;65
MS;F;16;U;LE3;T;4;4;services;services;other;father;2;1;0;no;yes;no;no;yes;yes;no;no;5;1;3;1;2;5;1;49;34;49
MS;M;17;U;GT3;T;3;3;services;services;home;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;4;1;4;5;5;3;8;76;56;63
MS;M;17;U;GT3;T;1;1;at_home;services;other;mother;3;2;0;no;no;no;no;yes;yes;yes;yes;5;1;3;3;3;1;0;35;31;28
MS;M;16;U;GT3;T;2;1;health;services;other;mother;2;2;0;no;no;no;no;no;yes;yes;yes;4;2;2;1;4;5;2;64;65;62
MS;F;16;U;LE3;T;2;1;other;services;other;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;2;2;1;1;3;0;43;44;46
MS;M;16;U;LE3;T;4;4;teacher;health;other;father;1;1;0;no;yes;no;no;yes;yes;yes;no;4;1;2;2;5;5;0;53;33;34
MS;M;15;R;GT3;T;1;2;other;services;course;mother;3;2;0;no;yes;no;yes;yes;yes;no;no;5;5;5;1;3;5;11;66;48;59
MS;M;15;U;LE3;A;2;2;other;other;reputation;mother;3;4;0;no;yes;no;yes;yes;yes;no;no;5;4;5;2;3;5;8;50;50;47
MS;M;15;U;LE3;A;2;1;services;services;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;3;3;1;2;5;11;58;42;55
MS;F;16;R;LE3;T;2;2;other;other;course;mother;1;3;0;no;yes;no;no;no;yes;no;yes;4;3;3;2;2;5;2;83;69;63
MS;F;16;U;LE3;T;4;1;other;other;home;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;1;2;4;2;2;1;8;55;51;49
MS;F;17;U;GT3;T;3;2;at_home;other;home;mother;2;1;0;no;no;no;no;yes;yes;no;yes;4;3;3;2;2;1;5;80;60;61
MS;F;17;R;GT3;T;2;2;other;other;other;mother;2;2;0;yes;no;yes;no;yes;yes;no;no;5;1;3;1;1;5;0;45;39;38
MS;F;16;U;GT3;T;4;4;teacher;services;course;mother;2;3;0;no;yes;no;no;yes;yes;yes;yes;5;3;5;1;4;5;1;75;53;64
MS;M;17;R;GT3;T;4;4;health;other;course;father;3;1;3;no;no;no;yes;yes;yes;yes;yes;3;3;3;1;3;5;2;91;72;80
MS;M;17;R;LE3;T;1;3;other;other;course;father;2;1;0;no;no;no;yes;yes;yes;no;yes;5;1;2;3;3;5;2;21;20;19
MS;M;17;U;GT3;T;3;4;services;other;other;mother;1;2;1;no;yes;no;yes;no;yes;yes;yes;5;4;4;3;4;5;8;51;30;39
MS;F;17;U;GT3;T;4;4;health;health;course;father;1;2;0;no;yes;no;no;yes;yes;yes;no;5;2;5;1;1;5;0;75;68;72
MS;M;16;R;LE3;T;4;1;other;at_home;other;father;1;1;0;no;no;no;no;yes;yes;yes;no;4;1;2;2;1;2;0;61;52;51
MS;F;17;U;GT3;A;1;1;at_home;at_home;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;5;5;1;2;3;2;72;65;72
MS;F;17;R;GT3;T;4;2;other;other;course;mother;2;2;0;yes;yes;no;no;no;yes;yes;no;4;3;3;2;3;5;0;54;48;54
MS;M;16;U;LE3;A;2;2;other;services;course;father;2;2;0;no;yes;no;no;no;yes;yes;yes;4;1;2;2;2;5;0;67;67;69
